Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,X,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,TotalOverTenure,TotalByTenure,TotalLastMonth,TotalServices,TotalDevices,LastMonthGroup,CardSpendGroup,TenureGroup,segment,CustomerValue,probValue,ValueGroup,kmeans_segment
3,1,Female,64,16,Labor,No,18,Yes,24000,2.5,0.216,0.384,NA,No,Unmarried,1,3,0,3,0,1,3,Lease,Domestic," $ 9,700.00 ",26,No,Yes,Mast,12,13,1779,No,40,16.5,244.05,No,0,0,Yes,No,0,0,No,No,No,Yes,Yes,Yes,No,No,No,19,Yes,No,No,No,Yes,244.05,6.10125,16.5,3,2,Low,Low,Short,1,Low,0.9974727546356357,High,1
1,3,Male,32,11,Professional,Yes,8,No,21000,7.2,0.9828,0.5292,NA,Yes,Married,4,1,1,0,0,1,3,Own,Domestic," $ 10,900.00 ",36,Yes,No,Mast,14,11,2575.3,No,27,38.849999999999994,342.75,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,20,No,No,Yes,No,No,342.75,12.694444444444445,38.849999999999994,0,2,Low,Low,Short,1,Low,0.996346690777812,High,1
4,4,Male,60,7,Sales,No,9,No,28000,1.7,0.196588,0.279412,NA,No,Married,2,1,0,0,0,0,2,Own,Domestic," $ 13,500.00 ",24,Yes,No,Othe,36,9,2259.6,No,68,59.55,1404.25,Yes,25.150000000000002,1598.2,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,No,23,Yes,Yes,Yes,No,Yes,3002.45,44.15367647058823,84.7,3,4,High,Low,Long,6,High,0.20302225633412244,Low,2
2,5,Male,59,15,Sales,No,9,No,89000,5.9,2.441715,2.809285,NA,No,Married,2,9,0,3,0,1,2,Own,Foreign," $ 32,300.00 ",30,No,Yes,Disc,11,10,5995.3,Yes,25,15,111.3,No,0,0,Yes,No,0,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,15,No,Yes,Yes,No,Yes,111.3,4.452,15,6,4,Low,High,Short,3,Low,0.9935403513122346,High,1
4,2,Male,38,10,Professional,No,4,No,34000,2.7,0.134028,0.783972,NA,No,Married,2,0,0,0,0,1,2,Own,Domestic," $ 11,300.00 ",18,No,Yes,Othe,12,8,2106.8,No,25,23.25,197.95000000000002,No,0,0,No,No,0,0,No,No,No,No,Yes,No,No,No,No,16,No,No,No,No,No,197.95000000000002,7.918000000000001,23.25,1,1,Low,Low,Short,1,Low,0.9991170627241673,High,1
2,2,Female,57,10,Sales,No,9,No,68000,8.3,4.142696,1.501304,NA,No,Unmarried,2,4,1,0,0,0,2,Own,Foreign," $ 35,400.00 ",24,Yes,Yes,Disc,37,8,1668.2,No,69,43.8,1055.75,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,Yes,No,16,Yes,No,No,No,Yes,1055.75,15.30072463768116,43.8,4,2,Low,Low,Long,2,Low,0.7806976550174114,High,2
2,2,Male,28,18,Sales,No,0,No,32000,5.9,0.417248,1.470752,NA,No,Unmarried,2,4,1,0,0,1,6,Own,Foreign," $ 16,100.00 ",21,No,Yes,Disc,7,12,2615.4,Yes,11,8.55,30.75,No,0,0,Yes,No,0,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20,No,Yes,Yes,No,No,30.75,2.7954545454545454,8.55,6,4,Low,Low,Short,1,Low,0.9998886791366898,High,1
4,4,Male,26,15,Labor,No,3,No,31000,1.3,0.187395,0.215605,NA,No,Unmarried,2,5,0,3,0,1,3,Own,Domestic," $ 17,100.00 ",24,Yes,No,AMEX,9,13,3776.8,Yes,13,22.35,97.05,Yes,34.6,418.5,No,No,0,0,Yes,No,Yes,2,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,515.55,39.6576923076923,56.95,3,5,Low,Low,Short,1,Low,0.9952157778839138,High,1
3,1,Male,27,12,Sales,No,1,No,21000,6.9,0.430353,1.018647,NA,No,Married,3,0,0,0,0,1,4,Own,Foreign," $ 9,400.00 ",18,Yes,No,Mast,9,8,1381.3,No,50,28.650000000000002,482.6,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,29,No,Yes,No,No,No,482.6,9.652000000000001,28.650000000000002,0,2,Low,Low,Long,2,Low,0.9881629101139866,High,1
5,4,Female,69,17,Sales,Yes,3,Yes,10000,6.5,0.0949,0.5551,NA,No,Unmarried,1,8,0,2,0,0,2,Lease,Domestic," $ 5,400.00 ",31,No,Yes,AMEX,6,9,1738,No,17,10.5,56.3,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,27,Yes,Yes,No,No,No,56.3,3.3117647058823527,10.5,4,3,Low,Low,Short,1,Low,0.9998618302622936,High,1
3,1,Male,63,18,Sales,No,6,No,90000,23.5,11.35755,9.79245,NA,Yes,Unmarried,1,0,0,0,0,1,3,Own,Foreign," $ 45,600.00 ",17,No,Yes,Disc,30,9,2318.3,Yes,60,59.55,1155.25,Yes,44.4,2581.65,Yes,No,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,No,No,Yes,3736.9,62.281666666666666,103.94999999999999,8,3,High,Low,Long,6,High,0.16257464429207955,Low,2
3,3,Female,67,20,Professional,No,19,No,89000,7.6,1.92774,4.83626,NA,No,Unmarried,1,0,0,0,0,0,3,Own,Domestic," $ 30,600.00 ",10,No,No,AMEX,14,7,6092.1,No,44,36.449999999999996,466.15000000000003,No,0,0,Yes,Yes,26.150000000000002,1084.1499999999999,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,25,Yes,Yes,No,No,Yes,1550.3,35.23409090909091,62.599999999999994,6,3,Low,High,Long,4,High,0.5300815212112245,High,3
3,1,Male,40,12,Professional,No,10,No,63000,10.2,3.078054,3.347946,NA,No,Unmarried,1,1,1,0,0,1,0,-1,-1," $ (1,000.00)",21,No,Yes,AMEX,7,15,7152.7,Yes,17,12,69.9,No,0,0,No,No,0,0,No,No,No,No,No,No,No,Yes,No,18,No,No,No,No,Yes,69.9,4.111764705882353,12,1,1,Low,High,Short,3,Low,0.9952974917246126,High,3
3,2,Male,34,11,Professional,No,4,No,38000,13,0.32604,4.61396,NA,Yes,Unmarried,1,2,0,2,0,1,4,Own,Domestic," $ 14,300.00 ",23,No,No,AMEX,15,9,3689.9,Yes,31,28.5,334.3,Yes,42.4,1369.4,Yes,Yes,33.449999999999996,985.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23,Yes,Yes,Yes,Yes,Yes,2689.5,86.75806451612904,104.35,9,6,High,Low,Short,5,Low,0.6595050182175721,High,2
3,4,Female,32,20,Professional,Yes,3,No,38000,9.8,0.994308,2.729692,NA,Yes,Married,4,0,0,0,0,1,1,Own,Foreign," $ 18,600.00 ",29,No,No,Visa,13,8,1705.1,Yes,47,27.3,410.25,Yes,45.25,1999.3,Yes,Yes,48.349999999999994,2237.3500000000004,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,4646.9000000000005,98.87021276595746,120.89999999999999,9,6,High,Low,Long,6,High,0.3102398636055179,Low,2
2,4,Female,63,18,Professional,No,10,No,41000,1.6,0.520864,0.135136,NA,No,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $ 27,200.00 ",33,Yes,No,Mast,25,12,2565.7,No,55,37.2,690.15,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,Yes,Yes,No,9,No,Yes,No,No,No,690.15,12.548181818181817,37.2,3,2,Low,Low,Long,2,Low,0.9324102434852416,High,2
3,3,Female,40,13,Sales,No,2,No,19000,11.6,0.89262,1.31138,NA,No,Unmarried,2,0,0,0,0,1,3,Own,Foreign," $ 11,400.00 ",22,No,No,Visa,17,16,2610.5,Yes,41,51.9,632.7,No,0,0,No,No,0,0,No,No,No,2,No,No,No,No,No,20,Yes,No,No,No,No,632.7,15.431707317073172,51.9,0,2,Low,Low,Long,2,Low,0.9639638554419183,High,1
2,2,Female,43,9,Crafts,No,9,No,30000,28.9,3.468,5.202,NA,Yes,Unmarried,1,1,0,1,0,1,2,Own,Domestic," $ 15,300.00 ",14,Yes,Yes,Visa,7,11,2286.9,No,18,37.8,228.35000000000002,No,0,0,No,No,0,0,No,No,No,No,No,Yes,No,Yes,No,20,No,No,No,No,No,228.35000000000002,12.686111111111112,37.8,2,1,Low,Low,Short,1,Low,0.9989360735717138,High,1
2,4,Male,66,10,Professional,No,11,No,34000,22.3,1.372342,6.209658,NA,No,Unmarried,1,5,1,4,0,1,2,Own,Foreign," $ 18,200.00 ",27,No,Yes,Disc,24,11,2711.7,No,55,29.4,559.9,No,0,0,Yes,Yes,33.449999999999996,1958.5,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,No,21,Yes,Yes,No,Yes,No,2518.4,45.78909090909091,62.849999999999994,8,5,Low,Low,Long,2,Low,0.7396900378586173,High,2
4,2,Female,47,16,Labor,No,11,No,39000,4.3,0.293475,1.383525,NA,No,Married,3,8,1,0,0,1,2,Own,Foreign," $ 21,400.00 ",24,Yes,No,Mast,29,7,1034,Yes,66,33,722.4499999999999,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,29,No,No,No,No,Yes,722.4499999999999,10.94621212121212,33,5,1,Low,Low,Long,2,Low,0.9327675429973226,High,2
3,1,Female,19,14,Labor,No,0,No,35000,8.1,0.428085,2.406915,NA,Yes,Married,3,0,0,0,0,0,2,Own,Foreign," $ 14,200.00 ",19,No,Yes,Visa,1,15,3638.4,Yes,14,21.3,115.9,Yes,21.6,277.3,Yes,No,0,0,Yes,No,No,4,No,No,No,No,Yes,16,Yes,Yes,No,No,No,393.20000000000005,28.08571428571429,42.900000000000006,2,3,Low,Low,Short,1,Low,0.9978282183371875,High,1
4,1,Male,41,9,Crafts,No,5,No,21000,8.5,0.890715,0.894285,NA,No,Married,4,1,1,0,0,1,2,Own,Foreign," $ 10,400.00 ",23,No,No,Visa,16,16,2990.1,Yes,27,29.7,273.8,No,0,0,Yes,No,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,18,No,No,No,No,No,273.8,10.14074074074074,29.7,5,2,Low,Low,Short,1,Low,0.997199155947651,High,1
2,3,Female,68,15,,No,5,Yes,17000,16.8,1.445136,1.410864,NA,No,Unmarried,1,4,0,0,1,1,2,Lease,Domestic," $ 8,600.00 ",28,Yes,Yes,Visa,24,11,1414.3,No,58,45.449999999999996,836.4499999999999,No,0,0,Yes,No,0,0,Yes,Yes,No,2,No,No,No,No,No,21,Yes,Yes,Yes,No,No,836.4499999999999,14.42155172413793,45.449999999999996,2,4,Low,Low,Long,2,Low,0.9274348757434377,High,2
1,1,Female,27,14,Professional,No,2,No,21000,9,0.10962,1.78038,NA,No,Unmarried,5,0,0,0,0,1,1,Lease,Foreign," $ 9,600.00 ",19,No,Yes,Mast,3,4,489.6,Yes,4,7.6499999999999995,16.4,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,16,No,No,No,No,No,16.4,4.1,7.6499999999999995,3,1,Low,Low,Short,1,Low,0.9999873663098133,High,1
2,3,Male,78,9,Labor,No,44,Yes,25000,18,1.089,3.411,NA,No,Married,2,0,0,0,0,1,4,Lease,Domestic," $ 16,500.00 ",31,No,No,Disc,40,10,4528.8,Yes,72,102.45,2559.75,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,16,Yes,No,No,No,Yes,2559.75,35.552083333333336,102.45,1,2,High,Low,Long,6,High,0.013638227181021253,Low,2
5,5,Male,51,19,Sales,No,5,No,54000,18.8,1.238544,8.913456,NA,No,Unmarried,3,2,0,0,2,1,3,Own,Domestic," $ 38,100.00 ",31,No,Yes,Disc,29,5,1232.8,No,58,30.75,626.75,No,0,0,Yes,Yes,39.6,2072.8,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,23,Yes,Yes,No,Yes,Yes,2699.55,46.54396551724138,70.35,8,5,High,Low,Long,6,High,0.7720329074067048,High,2
3,2,Female,78,14,Sales,No,14,Yes,12000,5.6,0.274848,0.397152,NA,No,Unmarried,1,2,0,2,0,0,0,-1,-1," $ (1,000.00)",26,Yes,No,Mast,20,12,2392.5,No,33,33.449999999999996,329.45,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,16,No,No,No,No,No,329.45,9.983333333333333,33.449999999999996,0,1,Low,Low,Short,1,Low,0.9953976004589703,High,1
4,3,Male,42,19,Labor,No,6,No,45000,3.9,0.16146,1.59354,NA,No,Married,2,0,0,0,0,1,2,Own,Foreign," $ 30,900.00 ",25,No,Yes,Disc,16,4,1138.1,Yes,32,35.25,385.9,Yes,36.7,1085.8,No,No,0,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,16,Yes,No,Yes,No,No,1471.6999999999998,45.990624999999994,71.95,6,4,High,Low,Short,5,Low,0.9829231347315448,High,1
3,2,Male,45,10,Sales,Yes,3,No,28000,6.7,0.96614,0.90986,NA,No,Married,4,2,0,2,0,1,2,Own,Foreign," $ 16,800.00 ",30,No,No,Mast,21,10,4917.2,Yes,35,32.7,335.4,No,0,0,Yes,No,0,0,No,Yes,No,No,No,Yes,Yes,Yes,No,19,No,No,Yes,No,Yes,335.4,9.582857142857142,32.7,4,2,Low,Low,Short,1,Low,0.9732300435551178,High,1
2,1,Female,40,19,Professional,No,4,No,31000,6.2,0.205654,1.716346,NA,Yes,Married,4,0,0,0,0,0,3,Own,Foreign," $ 13,700.00 ",28,Yes,Yes,Visa,14,11,5456,No,38,20.25,268.8,Yes,32.55,1144.45,Yes,No,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,23,Yes,Yes,Yes,No,No,1413.25,37.19078947368421,52.8,8,5,Low,High,Short,3,Low,0.8525322838609276,High,3
1,4,Male,67,12,Professional,No,6,No,39000,11.2,0.61152,3.75648,NA,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign," $ 21,600.00 ",26,No,No,AMEX,14,6,2212.4,Yes,42,25.650000000000002,378.3,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,No,11,Yes,No,No,No,Yes,378.3,9.007142857142858,25.650000000000002,1,2,Low,Low,Long,2,Low,0.9929765790848788,High,1
2,2,Female,30,14,Sales,No,6,No,25000,17.5,1.264375,3.110625,NA,Yes,Unmarried,1,0,0,0,0,0,1,Own,Foreign," $ 7,900.00 ",25,No,Yes,Mast,13,7,1583.6,Yes,31,28.35,270.1,Yes,33.849999999999994,1038.85,Yes,Yes,34.3,1035.55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,23,Yes,No,No,No,No,2344.5,75.62903225806451,96.5,9,3,High,Low,Short,5,Low,0.921019627086034,High,1
1,4,Male,51,18,Labor,No,16,No,143000,11.5,5.870865,10.574135,NA,No,Married,3,2,0,2,0,0,4,Own,Foreign," $ 92,700.00 ",27,No,Yes,AMEX,33,12,4409.5,No,68,131.4,2941.55,Yes,35.4,2402.3500000000004,Yes,No,0,0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,20,Yes,No,Yes,No,Yes,5343.9000000000005,78.58676470588236,166.8,6,3,High,Low,Long,6,High,5.554828743488516e-4,Low,2
1,2,Male,57,13,Agriculture,No,24,No,51000,16.3,3.034245,5.278755,NA,No,Unmarried,1,3,1,2,0,1,1,Own,Domestic," $ 29,200.00 ",24,Yes,Yes,Disc,35,13,3703.8,No,61,51,1085.1,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,15,Yes,No,No,No,Yes,1085.1,17.788524590163934,51,5,2,Low,Low,Long,2,Low,0.607996520156104,High,2
5,5,Female,68,14,Labor,No,26,Yes,10000,4.6,0.3082,0.1518,NA,No,Married,2,3,3,0,0,0,3,Own,Foreign," $ 5,000.00 ",32,Yes,No,Visa,28,10,1357.9,No,58,52.05,967.7,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,Yes,No,No,No,19,Yes,Yes,No,No,Yes,967.7,16.68448275862069,52.05,3,3,Low,Low,Long,2,Low,0.9003557587772674,High,2
3,1,Male,54,22,Professional,No,11,No,642000,4.6,11.251692,18.280308,NA,No,Married,2,2,0,2,0,1,1,Own,Foreign," $ 86,300.00 ",25,No,Yes,Disc,21,10,5136.8,No,46,27.45,438.8,Yes,83.9,3886.1,Yes,Yes,104.25,4603.1500000000005,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No,8928.05,194.08804347826086,215.60000000000002,9,6,High,High,Long,8,High,2.33428937595093e-4,Low,2
5,3,Female,51,15,Sales,No,2,No,59000,21.8,6.49531,6.36669,NA,Yes,Unmarried,1,9,0,0,0,1,2,Own,Foreign," $ 40,700.00 ",25,No,Yes,Mast,23,14,4194.6,No,48,49.949999999999996,818.75,Yes,44.4,2093.25,Yes,Yes,53,2470.65,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,Yes,5382.65,112.13854166666665,147.35,9,5,High,Low,Long,6,High,0.017523269820276455,Low,2
3,1,Female,47,12,Professional,No,11,No,59000,5.6,1.562792,1.741208,NA,Yes,Married,2,0,0,0,0,1,2,Own,Foreign," $ 24,600.00 ",21,No,Yes,Mast,5,12,3702.8,Yes,5,7.8,14.05,Yes,26.2,102.1,Yes,No,0,0,No,No,No,No,No,Yes,No,No,No,16,Yes,No,No,No,No,116.14999999999999,23.229999999999997,34,2,2,Low,Low,Short,1,Low,0.9994982676026207,High,1
4,1,Male,69,12,Labor,Yes,31,No,56000,9,2.7468,2.2932,NA,No,Married,2,8,0,0,0,1,2,Own,Domestic," $ 37,300.00 ",17,No,Yes,Disc,38,10,1547.7,No,70,130.2,2915.3500000000004,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,24,No,Yes,Yes,No,No,2915.3500000000004,41.64785714285715,130.2,1,3,High,Low,Long,6,High,0.022469206627788393,Low,2
5,4,Female,38,17,Professional,No,5,No,76000,18.3,4.965156,8.942844,NA,Yes,Unmarried,2,7,3,0,3,0,1,Own,Domestic," $ 36,600.00 ",29,No,Yes,Disc,11,9,1881.5,Yes,28,32.25,295.4,Yes,44.449999999999996,1173.6,Yes,Yes,50.15,1292.2,No,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,No,Yes,No,2761.2,98.61428571428571,126.85,8,5,High,Low,Short,5,Low,0.6980079534643219,High,2
5,3,Male,45,20,Service,No,3,No,19000,15.5,0.52421,2.42079,NA,Yes,Unmarried,1,10,0,0,0,0,2,Own,Foreign," $ 10,200.00 ",34,No,No,AMEX,26,14,6791.8,No,52,32.25,548.2,Yes,45.7,2295.4,Yes,Yes,48.7,2505.4500000000003,Yes,Yes,Yes,2,No,No,No,Yes,Yes,14,Yes,Yes,Yes,No,No,5349.050000000001,102.86634615384618,126.65,6,5,High,High,Long,8,High,0.007248321203026887,Low,3
2,1,Female,39,17,Sales,No,3,No,22000,11.5,0.26312,2.26688,NA,Yes,Unmarried,1,8,0,0,0,0,2,Own,Foreign," $ 10,200.00 ",16,No,No,Visa,21,13,2909.4,Yes,67,56.55,1292.75,Yes,55,3697.8,Yes,Yes,46.849999999999994,3055.3500000000004,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,8045.9000000000005,120.08805970149254,158.39999999999998,9,6,High,Low,Long,6,High,0.0026159520302547834,Low,2
2,2,Female,47,15,Professional,Yes,8,No,76000,21.8,9.924232,6.643768,NA,Yes,Unmarried,1,11,0,2,0,1,4,Own,Domestic," $ 41,500.00 ",28,No,Yes,AMEX,29,11,7073.9,No,66,56.25,1127.75,Yes,64,4181.1500000000005,Yes,Yes,48,3060.2,Yes,No,Yes,3,Yes,No,No,No,Yes,19,Yes,Yes,Yes,No,No,8369.1,126.80454545454546,168.25,5,5,High,High,Long,8,High,1.1691767969242783e-4,Low,2
1,2,Male,46,18,Crafts,No,19,No,110000,24.8,5.56512,21.71488,NA,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic," $ 49,400.00 ",30,No,Yes,Mast,29,12,3422.9,No,60,76.2,1455.7,Yes,34.7,1996.4,Yes,Yes,29.5,1796.1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,23,No,No,No,Yes,Yes,5248.200000000001,87.47000000000001,140.4,7,2,High,Low,Long,6,High,0.011484850225844829,Low,2
4,1,Male,46,15,Professional,Yes,4,No,52000,5.1,0.912288,1.739712,NA,No,Unmarried,1,2,2,0,0,0,2,Own,Domestic," $ 36,600.00 ",25,Yes,No,Othe,5,16,8120.3,No,14,11.850000000000001,55.1,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,24,No,No,Yes,No,No,55.1,3.935714285714286,11.850000000000001,0,2,Low,High,Short,3,Low,0.9938103126061002,High,3
4,1,Female,51,13,Sales,No,10,No,76000,3.6,0.569088,2.166912,NA,No,Unmarried,1,1,0,1,0,1,2,Own,Foreign," $ 42,400.00 ",15,No,No,Visa,11,15,6101.7,Yes,27,24.9,238.8,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,238.8,8.844444444444445,24.9,3,1,Low,High,Short,3,Low,0.9848371257747877,High,1
1,1,Male,51,17,Sales,No,6,No,36000,21.8,0.816192,7.031808,NA,Yes,Unmarried,1,0,0,0,0,1,0,-1,-1," $ (1,000.00)",21,No,No,AMEX,8,5,1722.4,No,29,29.85,261.65000000000003,No,0,0,Yes,No,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,20,No,No,No,No,No,261.65000000000003,9.02241379310345,29.85,5,1,Low,Low,Short,1,Low,0.9984258376257776,High,1
2,2,Male,75,14,Labor,No,24,Yes,11000,12,0.41184,0.90816,NA,No,Married,2,7,6,1,0,1,1,Own,Domestic," $ 5,000.00 ",23,No,No,Mast,36,8,1575.2,No,68,34.05,784.25,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,20,No,No,Yes,No,Yes,784.25,11.533088235294118,34.05,5,2,Low,Low,Long,2,Low,0.8812558801686927,High,2
1,5,Female,41,11,Crafts,Yes,9,No,37000,5.7,0.122322,1.986678,NA,No,Unmarried,1,2,0,2,0,1,4,Own,Domestic," $ 18,700.00 ",39,Yes,Yes,Disc,4,9,3966.9,No,11,6.9,23.45,No,0,0,No,No,0,0,No,No,No,Yes,Yes,Yes,No,No,No,25,Yes,Yes,Yes,No,No,23.45,2.131818181818182,6.9,3,4,Low,Low,Short,1,Low,0.9997609934507413,High,1
3,2,Female,27,17,Professional,No,1,No,24000,4.1,0.28536,0.69864,NA,Yes,Married,2,1,0,0,1,1,2,Own,Foreign," $ 8,800.00 ",27,No,Yes,Disc,9,13,3502.6,No,60,37.8,691.65,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,15,No,No,No,Yes,Yes,691.65,11.5275,37.8,1,2,Low,Low,Long,2,Low,0.8088250858890564,High,2
5,1,Female,37,20,Professional,No,4,No,32000,7,0.82656,1.41344,NA,No,Married,4,6,0,1,0,0,2,Own,Foreign," $ 13,900.00 ",20,No,No,Visa,19,9,2909.4,Yes,71,81.14999999999999,1935.35,No,0,0,Yes,Yes,48.849999999999994,3498.9,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,28,Yes,Yes,Yes,Yes,Yes,5434.25,76.53873239436619,130,8,6,High,Low,Long,6,High,0.008681418616360027,Low,2
1,2,Female,35,17,Labor,No,10,No,96000,16,5.2992,10.0608,NA,Yes,Married,4,4,0,2,0,1,3,Own,Domestic," $ 48,300.00 ",17,No,No,AMEX,17,12,5751.1,Yes,64,56.4,1176.75,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,17,Yes,Yes,No,Yes,Yes,1176.75,18.38671875,56.4,5,4,Low,High,Long,4,High,0.18133175521087608,Low,2
3,2,Male,51,18,Agriculture,Yes,14,No,151000,4.3,2.967301,3.525699,NA,No,Married,5,6,0,0,0,1,3,Own,Foreign," $ 71,700.00 ",29,Yes,Yes,Visa,25,12,10600,Yes,49,26.85,436.95,No,0,0,Yes,No,0,0,Yes,No,Yes,2,Yes,Yes,No,Yes,No,29,Yes,Yes,No,No,Yes,436.95,8.917346938775509,26.85,5,4,Low,High,Long,4,High,0.22687996074302358,Low,3
3,1,Male,44,18,Sales,No,3,No,83000,18.7,3.057637,12.463363,NA,Yes,Married,4,2,1,0,0,1,2,Own,Foreign," $ 31,200.00 ",18,Yes,No,Visa,19,10,4447.5,Yes,48,105.45,1625.1499999999999,Yes,38.55,1787,No,No,0,0,Yes,No,No,3,No,No,No,Yes,Yes,23,Yes,No,Yes,No,Yes,3412.1499999999996,71.08645833333333,144,3,3,High,Low,Long,6,High,0.018106154827064496,Low,2
5,4,Female,46,13,Labor,No,18,No,89000,10,3.1239,5.7761,NA,No,Unmarried,2,10,0,3,0,0,3,Own,Foreign," $ 49,500.00 ",22,Yes,Yes,Visa,28,9,2339,No,68,39,860.6,No,0,0,Yes,No,0,0,Yes,No,No,No,No,Yes,No,No,No,17,No,Yes,No,No,Yes,860.6,12.655882352941177,39,2,2,Low,Low,Long,2,Low,0.7740719663741706,High,2
5,4,Male,42,15,Professional,Yes,9,No,42000,10.3,1.964004,2.361996,NA,No,Married,2,10,0,1,0,1,1,Own,Foreign," $ 18,600.00 ",31,Yes,Yes,Mast,15,11,4907.6,Yes,35,17.4,203.75,Yes,43.7,1477.05,Yes,No,0,0,Yes,Yes,No,3,Yes,Yes,Yes,Yes,No,17,Yes,Yes,Yes,No,Yes,1680.8,48.02285714285714,61.1,7,4,Low,Low,Short,1,Low,0.8757675806704724,High,1
2,2,Female,31,15,Professional,No,3,No,31000,5.6,0.6944,1.0416,NA,No,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $ 17,500.00 ",25,Yes,Yes,Disc,8,8,1238.2,Yes,8,11.25,26.5,Yes,28.5,229.6,No,No,0,0,Yes,No,No,3,No,No,No,No,No,20,Yes,No,Yes,No,No,256.1,32.0125,39.75,2,3,Low,Low,Short,1,Low,0.9997967754686677,High,1
4,5,Female,51,15,Labor,No,11,No,43000,4.4,0.940324,0.951676,NA,No,Unmarried,2,1,0,0,1,0,1,Lease,Domestic," $ 24,300.00 ",28,Yes,No,Disc,34,12,4497,Yes,64,76.95,1751.5,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,22,No,No,Yes,No,Yes,1751.5,27.3671875,76.95,1,2,High,Low,Long,6,High,0.1300120321374423,Low,2
2,2,Male,27,21,Service,Yes,0,No,23000,12.1,0.731929,2.051071,NA,Yes,Married,2,5,0,0,0,0,1,Own,Domestic," $ 12,500.00 ",33,Yes,Yes,Disc,9,9,1697,Yes,36,25.5,296.65000000000003,Yes,43.25,1526.9,Yes,Yes,38.9,1326.05,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,No,17,Yes,Yes,Yes,No,No,3149.6000000000004,87.4888888888889,107.65,9,5,High,Low,Short,5,Low,0.7661417785256084,High,2
